,Unnamed: 0,abstract_x,Text,abstract_y,ROUGE,abstract_x,abstract_y,abstract,BLEU,Bench_Seed,Baseline_ROUGE,Baseline_BLEU
4716,46107,lodi gayle, haribo gummi candy,great product,1.0,great product,great product,great product,0.0,great product,0.0,0.0
4722,62449,Absolutely Amazing!, great product,Great for picky sensitive dogs,1.0,Great for picky sensitive dogs,Great for picky sensitive dogs,Great for picky sensitive dogs,0.0,Great for picky sensitive dogs,0.0,0.0
4733,61796,tea time!, great taste,My dog loves this food!!,1.0,My dog loves this food!!,My dog loves this food!!,My dog loves this food!!,0.0,My dog loves this food!!,0.0,0.0
4739,9937,"Good quality, too expensive", not bad,Very good natural dog food,1.0,Very good natural dog food,Very good natural dog food,Very good natural dog food,0.0,Very good natural dog food,0.0,0.0
4740,21654,Blueberry Jam, great decaf,Dog loves it!,1.0,Dog loves it!,Dog loves it!,Dog loves it!,0.0,Dog loves it!,0.0,0.0
4756,21167,LOVE the large discount!, great tea,Great product and a great cause,1.0,Great product and a great cause,Great product and a great cause,Great product and a great cause,0.16666666666666669,Great product and a great cause,0.5,0.16666666666666669
4767,53602,Tastes great., great taste,Not organinc so dont be fooled by the ORGANICS in the name,1.0,Not organinc so dont be fooled by the ORGANICS in the name,Not organinc so dont be fooled by the ORGANICS in the name,Not organinc so dont be fooled by the ORGANICS in the name,0.0,Not organinc so dont be fooled by the ORGANICS in the name,0.0,0.0
4768,92500,Perfect!, great,A laser light show of awesomness for your dog!!!!,1.0,A laser light show of awesomness for your dog!!!!,A laser light show of awesomness for your dog!!!!,A laser light show of awesomness for your dog!!!!,0.0,A laser light show of awesomness for your dog!!!!,0.0,0.0
4772,94964,A great way to start the day!, gluten free bread,Give it time,1.0,Give it time,Give it time,Give it time,0.0,Give it time,0.0,0.0
4795,79371,No need to eat candy bars again!!, not what expected,Dog loves it,1.0,Dog loves it,Dog loves it,Dog loves it,0.0,Dog loves it,0.0,0.0
4796,56085,Tangy treat!, great snack,Just what my dog needed!,1.0,Just what my dog needed!,Just what my dog needed!,Just what my dog needed!,0.0,Just what my dog needed!,0.0,0.0
4819,23473,I missed this stuff so much!, great product,Great food.,1.0,Great food.,Great food.,Great food.,0.0,Great food.,0.0,0.0
4857,20298,Too pricey for cat food, great chips,Quality pet food,1.0,Quality pet food,Quality pet food,Quality pet food,0.0,Quality pet food,0.0,0.0
4858,6506,not what I expected, great,Excellant Product.,1.0,Excellant Product.,Excellant Product.,Excellant Product.,0.0,Excellant Product.,0.0,0.0
4913,97389,Experiencing a Wonderful Taste Journey, great decaf,This tea works!!!! I feel so much better!!!!,1.0,This tea works!!!! I feel so much better!!!!,This tea works!!!! I feel so much better!!!!,This tea works!!!! I feel so much better!!!!,0.0,This tea works!!!! I feel so much better!!!!,0.0,0.0
4917,3417,Too much artificial sweetner, great product,Didn't work for me,1.0,Didn't work for me,Didn't work for me,Didn't work for me,0.0,Didn't work for me,0.0,0.0
4952,49847,great tea, great taste,Excellent wine and i'm going to make two more of them right away,1.0,Excellent wine and i'm going to make two more of them right away,Excellent wine and i'm going to make two more of them right away,Excellent wine and i'm going to make two more of them right away,0.0,Excellent wine and i'm going to make two more of them right away,0.0,0.0
4957,92181,Nice spices - add rice to make a hearty meal, not bad,"not bad, I like the tropical riesling better",1.0,"not bad, I like the tropical riesling better","not bad, I like the tropical riesling better","not bad, I like the tropical riesling better",0.12500000000000003,"not bad, I like the tropical riesling better",0.5,0.12500000000000003
4969,4478,LOVE IT!, great taste,Deadly Product,1.0,Deadly Product,Deadly Product,Deadly Product,0.0,Deadly Product,0.0,0.0
4970,54590,Best all around cat food, not bad,Excellent original Greek olive oil,1.0,Excellent original Greek olive oil,Excellent original Greek olive oil,Excellent original Greek olive oil,0.0,Excellent original Greek olive oil,0.0,0.0
4971,77061,A Failure for Granola - Maybe a Win for Cereal?, great product,Delicious!,1.0,Delicious!,Delicious!,Delicious!,0.0,Delicious!,0.0,0.0
4982,11195,I was pleasantly surprised at how good these cookies are, cat food,Great quality!,1.0,Great quality!,Great quality!,Great quality!,0.0,Great quality!,0.0,0.0
4985,61000,OK!, not what expected,Love Flavia Coffee,1.0,Love Flavia Coffee,Love Flavia Coffee,Love Flavia Coffee,0.0,Love Flavia Coffee,0.0,0.0
4990,46988,Family Favorite, great product,Love em'!,1.0,Love em'!,Love em'!,Love em'!,0.0,Love em'!,0.0,0.0
4998,91271,"Ghost chiles, HOTTTTT", not bad,"they are good (except for the ""rainforest"" flavor)",1.0,"they are good (except for the ""rainforest"" flavor)","they are good (except for the ""rainforest"" flavor)","they are good (except for the ""rainforest"" flavor)",0.0,"they are good (except for the ""rainforest"" flavor)",0.0,0.0
5011,70086,"Decaf, but pleasant", not bad,Pioneer Brand Peppered Gravy Mix,1.0,Pioneer Brand Peppered Gravy Mix,Pioneer Brand Peppered Gravy Mix,Pioneer Brand Peppered Gravy Mix,0.0,Pioneer Brand Peppered Gravy Mix,0.0,0.0
5013,16522,God himself eats this..., not what expected,Yummy,1.0,Yummy,Yummy,Yummy,0.0,Yummy,0.0,0.0
5027,17096,Coffee Lovers, soup,Dingo Bones are the best!,1.0,Dingo Bones are the best!,Dingo Bones are the best!,Dingo Bones are the best!,0.0,Dingo Bones are the best!,0.0,0.0
5055,14066,Quality Product But My Dog Did Not Care For These, great product,Excellent product,1.0,Excellent product,Excellent product,Excellent product,0.5,Excellent product,0.5,0.5
5063,67342,Whoever says this is rubbery or like CARTILAGE did NOT prepare them right!!, great coffee,About the only good thing..,1.0,About the only good thing..,About the only good thing..,About the only good thing..,0.0,About the only good thing..,0.0,0.0
5068,38911,wrong quantity, great for training,"Thick, sweet, heavy tomato base, not Mexican spiced.",1.0,"Thick, sweet, heavy tomato base, not Mexican spiced.","Thick, sweet, heavy tomato base, not Mexican spiced.","Thick, sweet, heavy tomato base, not Mexican spiced.",0.0,"Thick, sweet, heavy tomato base, not Mexican spiced.",0.0,0.0
5075,6963,Very Good!, not as pictured,Favorite coconut water!,1.0,Favorite coconut water!,Favorite coconut water!,Favorite coconut water!,0.0,Favorite coconut water!,0.0,0.0
5111,59203,"Beware of the k-cup count, not worth it!", good stuff,Clean and delicious,1.0,Clean and delicious,Clean and delicious,Clean and delicious,0.0,Clean and delicious,0.0,0.0
5121,20837,THE BEST CHEESE EVER!!!, not fan,Yummy!,1.0,Yummy!,Yummy!,Yummy!,0.0,Yummy!,0.0,0.0
5139,11519,Exquisite! An elegant addition to the breakfast table or tea tray, hot sauce,great for pancakes and waffles and a whole lot more!,1.0,great for pancakes and waffles and a whole lot more!,great for pancakes and waffles and a whole lot more!,great for pancakes and waffles and a whole lot more!,0.0,great for pancakes and waffles and a whole lot more!,0.0,0.0
5174,37335,very tasty but bags leak the very finely crushed leaves, great bread,The perfect corn-syrup free replacement candy!,1.0,The perfect corn-syrup free replacement candy!,The perfect corn-syrup free replacement candy!,The perfect corn-syrup free replacement candy!,0.0,The perfect corn-syrup free replacement candy!,0.0,0.0
5177,61482,Great tea!, great product,Yummy healthier alternative to most sugary snacks,1.0,Yummy healthier alternative to most sugary snacks,Yummy healthier alternative to most sugary snacks,Yummy healthier alternative to most sugary snacks,0.0,Yummy healthier alternative to most sugary snacks,0.0,0.0
5185,98282,Yummy, great,high quality for less cost,1.0,high quality for less cost,high quality for less cost,high quality for less cost,0.0,high quality for less cost,0.0,0.0
5194,87669,All my dogs love it.  Not the best but not bad., great coffee,"Two cats will eat it, two won't.",1.0,"Two cats will eat it, two won't.","Two cats will eat it, two won't.","Two cats will eat it, two won't.",0.0,"Two cats will eat it, two won't.",0.0,0.0
5195,10205,Good snack, not bad,Happy cats and happy me,1.0,Happy cats and happy me,Happy cats and happy me,Happy cats and happy me,0.0,Happy cats and happy me,0.0,0.0
5210,65582,Spicy Flavor Almost Totally Hides the Taste of the Cashews: Good for a Snack with Beer, great coffee,Best Dark Roast coffee you'll ever drink!,1.0,Best Dark Roast coffee you'll ever drink!,Best Dark Roast coffee you'll ever drink!,Best Dark Roast coffee you'll ever drink!,0.14285714285714285,Best Dark Roast coffee you'll ever drink!,0.5,0.14285714285714285
5222,80042,Awesome, great cereal,"Great snack, however,",1.0,"Great snack, however,","Great snack, however,","Great snack, however,",0.0,"Great snack, however,",0.0,0.0
5230,53801,Love it!, great taste,Wonderful blend of flavors!,1.0,Wonderful blend of flavors!,Wonderful blend of flavors!,Wonderful blend of flavors!,0.0,Wonderful blend of flavors!,0.0,0.0
5250,37988,My favorite tea...EVER!, delicious,Cat Grass,1.0,Cat Grass,Cat Grass,Cat Grass,0.0,Cat Grass,0.0,0.0
5253,97410,My dog LOVES this........, not too salty,THEY GROW EASY,1.0,THEY GROW EASY,THEY GROW EASY,THEY GROW EASY,0.0,THEY GROW EASY,0.0,0.0
5274,24346,Disappointed - it IS sweet, great treats,Very Intense,1.0,Very Intense,Very Intense,Very Intense,0.0,Very Intense,0.0,0.0
5280,54883,Brownings Honey is the best, great gluten free pasta,P and J Bars,1.0,P and J Bars,P and J Bars,P and J Bars,0.0,P and J Bars,0.0,0.0
5304,71074,great price!, great cookies,Good but very mild,1.0,Good but very mild,Good but very mild,Good but very mild,0.0,Good but very mild,0.0,0.0
5306,13109,Excellent Coffee, great popcorn,Hawaii roasters Kona coffee review,1.0,Hawaii roasters Kona coffee review,Hawaii roasters Kona coffee review,Hawaii roasters Kona coffee review,0.0,Hawaii roasters Kona coffee review,0.0,0.0
5322,77511,"Refreshing, light-tasting tea ...", great product,My dogs love them,1.0,My dogs love them,My dogs love them,My dogs love them,0.0,My dogs love them,0.0,0.0
5327,65805,A Quality Dog Snack, great product,Buffy gives this Five Paws Up!,1.0,Buffy gives this Five Paws Up!,Buffy gives this Five Paws Up!,Buffy gives this Five Paws Up!,0.0,Buffy gives this Five Paws Up!,0.0,0.0
5334,78786,EXCELLENT flavor! (For my kid AND me!!!), great taste,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),1.0,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),0.0,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),0.0,0.0
5340,33720,Great Corn/Rice Snack if you can't eat Popcorn!, delicious,yummmmmazing,1.0,yummmmmazing,yummmmmazing,yummmmmazing,0.0,yummmmmazing,0.0,0.0
5348,27381,Cant Say Enough, great product,Delicious Dessert Replacement for Dieters,1.0,Delicious Dessert Replacement for Dieters,Delicious Dessert Replacement for Dieters,Delicious Dessert Replacement for Dieters,0.0,Delicious Dessert Replacement for Dieters,0.0,0.0
5365,73292,freshness !, great coffee,Great Low Carb Replacement for Salt and Vinegar Potato Chips,1.0,Great Low Carb Replacement for Salt and Vinegar Potato Chips,Great Low Carb Replacement for Salt and Vinegar Potato Chips,Great Low Carb Replacement for Salt and Vinegar Potato Chips,0.0,Great Low Carb Replacement for Salt and Vinegar Potato Chips,0.0,0.0
5381,31630,EVERLASTING TREAT, great tea,Great seasoning!,1.0,Great seasoning!,Great seasoning!,Great seasoning!,0.0,Great seasoning!,0.0,0.0
5383,37789,Too much sodium!!!, good stuff,Good on Everything,1.0,Good on Everything,Good on Everything,Good on Everything,0.0,Good on Everything,0.0,0.0
5389,42036,Not bad, great product,Baby's Best Pre-Packaged,1.0,Baby's Best Pre-Packaged,Baby's Best Pre-Packaged,Baby's Best Pre-Packaged,0.0,Baby's Best Pre-Packaged,0.0,0.0
5393,66941,Disappointing, great dog food,Not a fan of BPA in baby food jar lids,1.0,Not a fan of BPA in baby food jar lids,Not a fan of BPA in baby food jar lids,Not a fan of BPA in baby food jar lids,0.10000000000000002,Not a fan of BPA in baby food jar lids,0.3333333333333333,0.10000000000000002
5439,84855,"yum, yum. yum!!!!", best coffee ever,A Surprising Blend of Bean and Apple,1.0,A Surprising Blend of Bean and Apple,A Surprising Blend of Bean and Apple,A Surprising Blend of Bean and Apple,0.0,A Surprising Blend of Bean and Apple,0.0,0.0
5477,2526,Ummm Ummm Good..., great product,YUM...Best Baby food!!,1.0,YUM...Best Baby food!!,YUM...Best Baby food!!,YUM...Best Baby food!!,0.0,YUM...Best Baby food!!,0.0,0.0
5478,28221,Bland, my dogs love these,Great variety.,1.0,Great variety.,Great variety.,Great variety.,0.0,Great variety.,0.0,0.0
5485,13287,A delicious way to save on your WW points!!, great chips,Earths Best...is THE BEST !!,1.0,Earths Best...is THE BEST !!,Earths Best...is THE BEST !!,Earths Best...is THE BEST !!,0.0,Earths Best...is THE BEST !!,0.0,0.0
5498,22327,Delish!, not bad,Convenient and economical,1.0,Convenient and economical,Convenient and economical,Convenient and economical,0.0,Convenient and economical,0.0,0.0
5519,35951,DISGUSTING, not fan,Missing from store shelves,1.0,Missing from store shelves,Missing from store shelves,Missing from store shelves,0.0,Missing from store shelves,0.0,0.0
5526,18238,Frontier nutmeg, not fan,My dogs love these,1.0,My dogs love these,My dogs love these,My dogs love these,0.0,My dogs love these,0.0,0.0
5549,13061,Really good... Really interesting.. but next time more apples less bananas and icecream, great coffee,"I'm in love, I'm in love and I don't care who knows it.",1.0,"I'm in love, I'm in love and I don't care who knows it.","I'm in love, I'm in love and I don't care who knows it.","I'm in love, I'm in love and I don't care who knows it.",0.0,"I'm in love, I'm in love and I don't care who knows it.",0.0,0.0
5551,34742,Nothing better!, best ever,Best gummy bears ever,1.0,Best gummy bears ever,Best gummy bears ever,Best gummy bears ever,0.25,Best gummy bears ever,0.5,0.25
5557,97756,Cinnamon with a twist, my dog loves this,The name says it all!,1.0,The name says it all!,The name says it all!,The name says it all!,0.0,The name says it all!,0.0,0.0
5563,22328,Mmmm...great in oatmeal!, great product,Awful taste,1.0,Awful taste,Awful taste,Awful taste,0.0,Awful taste,0.0,0.0
5572,5924,Great!!, great taste,Delicious!,1.0,Delicious!,Delicious!,Delicious!,0.0,Delicious!,0.0,0.0
5575,97354,Thin Buttery Ginger cookies without the kiddy taste, great product,"Yummy, but could do with a resealable bag.",1.0,"Yummy, but could do with a resealable bag.","Yummy, but could do with a resealable bag.","Yummy, but could do with a resealable bag.",0.0,"Yummy, but could do with a resealable bag.",0.0,0.0
5578,23991,Ok, great product,Not as flavorful as I imagined,1.0,Not as flavorful as I imagined,Not as flavorful as I imagined,Not as flavorful as I imagined,0.0,Not as flavorful as I imagined,0.0,0.0
5579,31716,Delicious!, good stuff,Yum Yum,1.0,Yum Yum,Yum Yum,Yum Yum,0.0,Yum Yum,0.0,0.0
5588,47598,Wonderful Freezer Storage, great product,Truely Excellent Bargain,1.0,Truely Excellent Bargain,Truely Excellent Bargain,Truely Excellent Bargain,0.0,Truely Excellent Bargain,0.0,0.0
5597,43654,I LOVE the Black Cherry and the Black!, great taste,Still the best coffee!,1.0,Still the best coffee!,Still the best coffee!,Still the best coffee!,0.0,Still the best coffee!,0.0,0.0
5605,64254,Pioneer Country Sausage Gravy Mix 2.75 oz. (6 Packs), not good,Really good coffee,1.0,Really good coffee,Really good coffee,Really good coffee,0.3333333333333333,Really good coffee,0.5,0.3333333333333333
5619,31370,Gotta love Corn Nuts!, not bad,These are FANtastic!!,1.0,These are FANtastic!!,These are FANtastic!!,These are FANtastic!!,0.0,These are FANtastic!!,0.0,0.0
5620,99274,excellent product, not what expected,Traditional Shortbread,1.0,Traditional Shortbread,Traditional Shortbread,Traditional Shortbread,0.0,Traditional Shortbread,0.0,0.0
5622,16963,Just As I Remember It!, great product,Super Fresh Coffee from Amazon,1.0,Super Fresh Coffee from Amazon,Super Fresh Coffee from Amazon,Super Fresh Coffee from Amazon,0.0,Super Fresh Coffee from Amazon,0.0,0.0
5627,20622,dog-gone good, good product,Fabulous!,1.0,Fabulous!,Fabulous!,Fabulous!,0.0,Fabulous!,0.0,0.0
5643,73020,PetAg KMR Beats Any Others Paws Down, great value,yum!,1.0,yum!,yum!,yum!,0.0,yum!,0.0,0.0
5648,56917,Great Taste, not good,Taste great,1.0,Taste great,Taste great,Taste great,0.0,Taste great,0.0,0.0
5673,71839,Great Results, great chips,Great Gravey,1.0,Great Gravey,Great Gravey,Great Gravey,0.0,Great Gravey,0.0,0.0
5692,39100,Rawhide Dog Chews, great food,"Great pick me up, diabetics keep on hand for ""lows""",1.0,"Great pick me up, diabetics keep on hand for ""lows""","Great pick me up, diabetics keep on hand for ""lows""","Great pick me up, diabetics keep on hand for ""lows""",0.0,"Great pick me up, diabetics keep on hand for ""lows""",0.0,0.0
5705,60671,This is nasty, great product,GF/ DF done right!,1.0,GF/ DF done right!,GF/ DF done right!,GF/ DF done right!,0.0,GF/ DF done right!,0.0,0.0
5724,57649,Delicious, great product,Yummy,1.0,Yummy,Yummy,Yummy,0.0,Yummy,0.0,0.0
5728,87432,WHAT A RELIEF TO HAVE GOOD PASTA AGAIN!, delicious,Amazing Deal!,1.0,Amazing Deal!,Amazing Deal!,Amazing Deal!,0.0,Amazing Deal!,0.0,0.0
5750,43932,Mmmm nice cuppa tea!, great product,Great buy!,1.0,Great buy!,Great buy!,Great buy!,0.0,Great buy!,0.0,0.0
5761,23977,Great Chip Alternative!, great coffee,Fabulous flavor at an unbelievable price!,1.0,Fabulous flavor at an unbelievable price!,Fabulous flavor at an unbelievable price!,Fabulous flavor at an unbelievable price!,0.0,Fabulous flavor at an unbelievable price!,0.0,0.0
5766,80803,A Mouthful of air, delicious,"Good, but mine got moldy",1.0,"Good, but mine got moldy","Good, but mine got moldy","Good, but mine got moldy",0.0,"Good, but mine got moldy",0.0,0.0
5767,95771,"Great taste, can't even tell it is sugar free", great tea,Where have you Bean all my life?,1.0,Where have you Bean all my life?,Where have you Bean all my life?,Where have you Bean all my life?,0.0,Where have you Bean all my life?,0.0,0.0
5769,8715,Rich Tasting Coffee, not fan,Great deal for a good product,1.0,Great deal for a good product,Great deal for a good product,Great deal for a good product,0.0,Great deal for a good product,0.0,0.0
5799,72204,"Stonewall's Jerquee, Spicy Chicken", great tea,Liver treats,1.0,Liver treats,Liver treats,Liver treats,0.0,Liver treats,0.0,0.0
5801,95072,Tasty Tasty, love this stuff,Best cat treat on the market!,1.0,Best cat treat on the market!,Best cat treat on the market!,Best cat treat on the market!,0.0,Best cat treat on the market!,0.0,0.0
5813,56180,"A smooth, earthy oil with a peppery finish - superb!", great tea,Fazer Chocolate a delightful treat,1.0,Fazer Chocolate a delightful treat,Fazer Chocolate a delightful treat,Fazer Chocolate a delightful treat,0.0,Fazer Chocolate a delightful treat,0.0,0.0
5837,46836,Love it!, good product,Coffee House Drink @ Home,1.0,Coffee House Drink @ Home,Coffee House Drink @ Home,Coffee House Drink @ Home,0.0,Coffee House Drink @ Home,0.0,0.0
5839,32100,The ingredients say it all!, tea,Decaf Delight,1.0,Decaf Delight,Decaf Delight,Decaf Delight,0.0,Decaf Delight,0.0,0.0
5842,50589,Prepare to be pleasantly surprised!, great product,Great for Barbeques,1.0,Great for Barbeques,Great for Barbeques,Great for Barbeques,0.0,Great for Barbeques,0.0,0.0
5869,69274,COLLEGE STUDENT'S BEST FRIEND, great taste,Walnut oil,1.0,Walnut oil,Walnut oil,Walnut oil,0.0,Walnut oil,0.0,0.0
5892,45478,Not varied like shown, great bread,Decilious,1.0,Decilious,Decilious,Decilious,0.0,Decilious,0.0,0.0
5896,8440,Makes you feel like you are having breakfast in bed., not what expected,Simply delicious!,1.0,Simply delicious!,Simply delicious!,Simply delicious!,0.0,Simply delicious!,0.0,0.0
5911,37724,yummy, great cereal,McCanns steel cut oatmeal,1.0,McCanns steel cut oatmeal,McCanns steel cut oatmeal,McCanns steel cut oatmeal,0.0,McCanns steel cut oatmeal,0.0,0.0
5924,48432,Healthy Snack without Sacrificing Flavor, great product,Great!!,1.0,Great!!,Great!!,Great!!,0.0,Great!!,0.0,0.0
5926,86213,very misleading advertisement!, great tasting,The best table condiment you will ever taste.,1.0,The best table condiment you will ever taste.,The best table condiment you will ever taste.,The best table condiment you will ever taste.,0.0,The best table condiment you will ever taste.,0.0,0.0
5928,94830,Excellent dog food for my picky eater.,,My Babies Liked This One Right Away,1.0,My Babies Liked This One Right Away,My Babies Liked This One Right Away,My Babies Liked This One Right Away,0.0,My Babies Liked This One Right Away,0.0,0.0
5935,52889,Delicious and Beautiful Too, great taste,mine was also improperly sealed,1.0,mine was also improperly sealed,mine was also improperly sealed,mine was also improperly sealed,0.0,mine was also improperly sealed,0.0,0.0
5936,72337,Delicious with vanilla yogurt and frozen blueberries, love this stuff,"Delicious product, poor quality control",1.0,"Delicious product, poor quality control","Delicious product, poor quality control","Delicious product, poor quality control",0.0,"Delicious product, poor quality control",0.0,0.0
5947,32858,Excellent Choice in Dog Chews, my dogs love these,Not a fan unfortunately.,1.0,Not a fan unfortunately.,Not a fan unfortunately.,Not a fan unfortunately.,0.0,Not a fan unfortunately.,0.0,0.0
5957,26599,baby loves it!, not the best,It gone bad before we open,1.0,It gone bad before we open,It gone bad before we open,It gone bad before we open,0.0,It gone bad before we open,0.0,0.0
5962,29059,Love Berry-flavored Sparkling TalkingRain, great food,Too Small,1.0,Too Small,Too Small,Too Small,0.0,Too Small,0.0,0.0
5965,29272,GREAT POPCORN, my dog loves these,Order 10lbs - Great treats,1.0,Order 10lbs - Great treats,Order 10lbs - Great treats,Order 10lbs - Great treats,0.0,Order 10lbs - Great treats,0.0,0.0
5966,83879,...poor at best, great,Real hard Bites,1.0,Real hard Bites,Real hard Bites,Real hard Bites,0.0,Real hard Bites,0.0,0.0
5973,65162,Loved the taste and consistency, great product,Wonderful coffee with hint of dark chocolate!,1.0,Wonderful coffee with hint of dark chocolate!,Wonderful coffee with hint of dark chocolate!,Wonderful coffee with hint of dark chocolate!,0.0,Wonderful coffee with hint of dark chocolate!,0.0,0.0
6003,24810,Our Min Pins love them, great treats,"Finally, a food my allergic cat will eat that won't make him sick!",1.0,"Finally, a food my allergic cat will eat that won't make him sick!","Finally, a food my allergic cat will eat that won't make him sick!","Finally, a food my allergic cat will eat that won't make him sick!",0.0,"Finally, a food my allergic cat will eat that won't make him sick!",0.0,0.0
6008,88348,Great Taste, great coffee,Excellent product,1.0,Excellent product,Excellent product,Excellent product,0.0,Excellent product,0.0,0.0
6037,94817,My dog loves Cesar Grilled Chicken, not good,Number one energy,1.0,Number one energy,Number one energy,Number one energy,0.0,Number one energy,0.0,0.0
6045,86160,My husky loves it!, great product,Raw Organics going back to Paradise,1.0,Raw Organics going back to Paradise,Raw Organics going back to Paradise,Raw Organics going back to Paradise,0.0,Raw Organics going back to Paradise,0.0,0.0
6061,63369,illy issimo caff&egrave;, hot chocolate,Delicious,1.0,Delicious,Delicious,Delicious,0.0,Delicious,0.0,0.0
6066,36492,Positive Review, great cookies,"Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)",1.0,"Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)","Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)","Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)",0.0,"Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)",0.0,0.0
6072,88753,I love these!, not the best,simply the dest,1.0,simply the dest,simply the dest,simply the dest,0.3333333333333333,simply the dest,0.3333333333333333,0.3333333333333333
6087,13322,"See's gets 5 stars, but shipping charge gets ONE star.", great treats,Just Great!,1.0,Just Great!,Just Great!,Just Great!,0.0,Just Great!,0.0,0.0
6088,89041,1 gram of sugar, great flavor,ITS OK,1.0,ITS OK,ITS OK,ITS OK,0.0,ITS OK,0.0,0.0
6092,26269,Tasty and Nutritious.  Good Value., great taste,Oily to the touch,1.0,Oily to the touch,Oily to the touch,Oily to the touch,0.0,Oily to the touch,0.0,0.0
6094,52320,Big Bold Taste Yet Mild, best sauce ever,Pez,1.0,Pez,Pez,Pez,0.0,Pez,0.0,0.0
6099,81149,"Tasty, Scrumptious, Delicious, Refreshing", great tasting,Excellent juice,1.0,Excellent juice,Excellent juice,Excellent juice,0.0,Excellent juice,0.0,0.0
6102,56418,Super satisfying!, great taste,Carrot Juice???? Really????,1.0,Carrot Juice???? Really????,Carrot Juice???? Really????,Carrot Juice???? Really????,0.0,Carrot Juice???? Really????,0.0,0.0
6119,17304,Our favorite brownies, great product,This milk is really good!,1.0,This milk is really good!,This milk is really good!,This milk is really good!,0.0,This milk is really good!,0.0,0.0
6137,12317,Sinfully delicious!, good but not the best,Good drink mix if you alter the directions a little.,1.0,Good drink mix if you alter the directions a little.,Good drink mix if you alter the directions a little.,Good drink mix if you alter the directions a little.,0.10000000000000002,Good drink mix if you alter the directions a little.,0.2,0.10000000000000002
6151,78363,BUY DIRECT, great coffee,nothing beyond hot sauce,1.0,nothing beyond hot sauce,nothing beyond hot sauce,nothing beyond hot sauce,0.0,nothing beyond hot sauce,0.0,0.0
6157,22720,Love the hazelnuts, great,good deal when cheaply priced...,1.0,good deal when cheaply priced...,good deal when cheaply priced...,good deal when cheaply priced...,0.0,good deal when cheaply priced...,0.0,0.0
6163,59420,Soda, great taste,wonderful,1.0,wonderful,wonderful,wonderful,0.0,wonderful,0.0,0.0
6169,81271,Tastes so great even for adults!, great gluten free pasta,"Very tasty product, but please note one odd issue",1.0,"Very tasty product, but please note one odd issue","Very tasty product, but please note one odd issue","Very tasty product, but please note one odd issue",0.0,"Very tasty product, but please note one odd issue",0.0,0.0
6194,15490,Excellent Product and Made in U.S.A., great product,Riceworks Salsa Fresca Chips,1.0,Riceworks Salsa Fresca Chips,Riceworks Salsa Fresca Chips,Riceworks Salsa Fresca Chips,0.0,Riceworks Salsa Fresca Chips,0.0,0.0
6200,15657,Excellent, great coffee,Wonderful coffee beans,1.0,Wonderful coffee beans,Wonderful coffee beans,Wonderful coffee beans,0.3333333333333333,Wonderful coffee beans,0.5,0.3333333333333333
6204,55453,The best kippered snacks, great product,Now thats some good coffee. Two thumbs up !,1.0,Now thats some good coffee. Two thumbs up !,Now thats some good coffee. Two thumbs up !,Now thats some good coffee. Two thumbs up !,0.0,Now thats some good coffee. Two thumbs up !,0.0,0.0
6212,5575,"Yummy, but could do with a resealable bag.", dogs love them,AWESOME!,1.0,AWESOME!,AWESOME!,AWESOME!,0.0,AWESOME!,0.0,0.0
6228,49755,"OK, but no replacement for Clif", great tea,Very fresh and tasty,1.0,Very fresh and tasty,Very fresh and tasty,Very fresh and tasty,0.0,Very fresh and tasty,0.0,0.0
6239,27914,Extremely fast shipping and great product, great tasting,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,1.0,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,0.0,Shake N Bake Barbeque Chicken is the absolute BEST!!!!,0.0,0.0
6257,20109,Tart and delicious!, not bad,great value,1.0,great value,great value,great value,0.0,great value,0.0,0.0
6266,54811,"Decent, and there's a ton of it!", great for my dog,outstanding!!!,1.0,outstanding!!!,outstanding!!!,outstanding!!!,0.0,outstanding!!!,0.0,0.0
6277,30286,"Dreadful. Taste before buying, if you can.", great taste,chi chi's corn mix,1.0,chi chi's corn mix,chi chi's corn mix,chi chi's corn mix,0.0,chi chi's corn mix,0.0,0.0
6284,97903,The Best Green Tea Ever, great cocoa,Beefaroni mostly macaroni,1.0,Beefaroni mostly macaroni,Beefaroni mostly macaroni,Beefaroni mostly macaroni,0.0,Beefaroni mostly macaroni,0.0,0.0
6289,6596,Good For Hiking, great gift,Don't order these in the summer!,1.0,Don't order these in the summer!,Don't order these in the summer!,Don't order these in the summer!,0.0,Don't order these in the summer!,0.0,0.0
